"",".rownames","Surv.ifelse.log_density....min.species_siteside_year.log_density..na.rm...T...min.species_siteside_year.log_density..na.rm...T...log_density...log_density...min.species_siteside_year.log_density..na.rm...T...type....left..","factor.year.","factor.region.","years_mpa","fished","factor.trophic.group.","linf","vbk","mpa_applied","na_temp","na_vis","mean_temp_lag1","mean_temp_lag2","mean_temp_lag3","mean_temp_lag4",".fitted",".se.fit",".resid","observed"
"1","2", -4.889746e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.483210,0.4234958, 5.5934636819,-4.889746e+00
"2","3",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore",178.900,0.07725,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-16.239276,0.4786815, 4.4231175510,-1.181616e+01
"3","4",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.483210,0.4234958,-1.3329487928,-1.181616e+01
"4","5",<-1.181616e+01,"2000","ANA", 0,1,"benthic micro-invertivore", 77.874,0.23000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.103831,0.4956305,-0.7123274619,-1.181616e+01
"5","6",  1.293784e-01,"2000","ANA", 0,0,"planktivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.512792,0.4238068, 8.6421706095, 1.293784e-01
"6","7", -2.133715e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585, 7.1582125102,-2.133715e+00
"7","8",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585,-2.5242309152,-1.181616e+01
"8","9",  1.615896e+00,"2000","ANA", 0,0,"herbivore", 28.400,0.41000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -6.141446,0.4431882, 7.7573421046, 1.615896e+00
"9","10",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585,-2.5242309152,-1.181616e+01
"10","11", -6.813837e+00,"2000","ANA", 0,0,"benthic macro-invertivore", 94.400,0.31200,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-12.379507,0.4308174, 5.5656696181,-6.813837e+00
"11","12", -1.069656e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585, 8.2222714622,-1.069656e+00
"12","13", -2.863828e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.310,0.52000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.326552,0.4160675, 7.4627240872,-2.863828e+00
"13","15",  7.200274e-01,"2000","ANA", 0,0,"herbivore", 28.400,0.70000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.958044,0.4429541, 8.6780716062, 7.200274e-01
"14","16", -2.189465e+00,"2000","ANA", 0,0,"planktivore", 21.310,0.52000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.547416,0.4279741, 7.3579510576,-2.189465e+00
"15","17",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 18.400,0.31968,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.888157,0.4171777,-2.9280012214,-1.181616e+01
"16","20",  8.186324e-01,"2000","ANA", 0,1,"piscivore", 69.800,0.06000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.572495,0.4773654,12.3911272397, 8.186324e-01
"17","21",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 20.200,0.42500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.661440,0.4136021,-2.1547184076,-1.181616e+01
"18","22",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.037292,0.4263260,-3.7788662767,-1.181616e+01
"19","23", -4.757672e+00,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.037292,0.4263260, 3.2796201767,-4.757672e+00
"20","24",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 28.345,0.29500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.429578,0.4749484,-1.3865809540,-1.181616e+01
"21","25",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 20.700,0.24500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.634123,0.4749662,-2.1820355404,-1.181616e+01
"22","26",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 54.400,0.26000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.853887,0.4753862, 0.0377283202,-1.181616e+01
"23","27", -6.361875e+00,"2000","ANA", 0,1,"planktivore", 36.480,0.17500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.369028,0.4900936, 1.0071531303,-6.361875e+00
"24","28", -3.440533e+00,"2000","ANA", 0,1,"benthic macro-invertivore", 33.220,0.24300,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.113847,0.4894519, 3.6733138950,-3.440533e+00
"25","29",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 30.600,0.23300,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.183447,0.4738326,-1.6327114153,-1.181616e+01
"26","30",<-1.181616e+01,"2000","ANA", 0,0,"planktivore", 19.900,0.50000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.333191,0.4265579,-2.4829678058,-1.181616e+01
"27","32", -7.941828e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.483210,0.4234958, 2.5413819065,-7.941828e+00
"28","33",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore",178.900,0.07725,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-16.239276,0.4786815, 4.4231175510,-1.181616e+01
"29","34",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.483210,0.4234958,-1.3329487928,-1.181616e+01
"30","35",<-1.181616e+01,"2000","ANA", 0,1,"benthic micro-invertivore", 77.874,0.23000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.103831,0.4956305,-0.7123274619,-1.181616e+01
"31","36", -1.459345e-01,"2000","ANA", 0,0,"planktivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.512792,0.4238068, 8.3668577755,-1.459345e-01
"32","37", -2.479993e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585, 6.8119346189,-2.479993e+00
"33","38",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585,-2.5242309152,-1.181616e+01
"34","39", -8.642051e-01,"2000","ANA", 0,0,"herbivore", 28.400,0.41000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -6.141446,0.4431882, 5.2772405356,-8.642051e-01
"35","40",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585,-2.5242309152,-1.181616e+01
"36","41", -7.348180e+00,"2000","ANA", 0,0,"benthic macro-invertivore", 94.400,0.31200,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-12.379507,0.4308174, 5.0313266826,-7.348180e+00
"37","42", -1.880984e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585, 7.4109437516,-1.880984e+00
"38","43", -4.076664e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.310,0.52000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.326552,0.4160675, 6.2498874838,-4.076664e+00
"39","45", -4.068229e+00,"2000","ANA", 0,0,"herbivore", 28.400,0.70000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.958044,0.4429541, 3.8898152777,-4.068229e+00
"40","46", -2.950569e+00,"2000","ANA", 0,0,"planktivore", 21.310,0.52000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.547416,0.4279741, 6.5968473190,-2.950569e+00
"41","47",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 18.400,0.31968,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.888157,0.4171777,-2.9280012214,-1.181616e+01
"42","50", -3.087738e-01,"2000","ANA", 0,1,"piscivore", 69.800,0.06000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.572495,0.4773654,11.2637211113,-3.087738e-01
"43","51",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.037292,0.4263260,-3.7788662767,-1.181616e+01
"44","52", -3.305822e+00,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.037292,0.4263260, 4.7314701243,-3.305822e+00
"45","53",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 28.345,0.29500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.429578,0.4749484,-1.3865809540,-1.181616e+01
"46","54",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 51.400,0.16000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.038233,0.4736768,-0.7779255141,-1.181616e+01
"47","55",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 20.700,0.24500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.634123,0.4749662,-2.1820355404,-1.181616e+01
"48","56", -7.233710e+00,"2000","ANA", 0,1,"planktivore", 36.480,0.17500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.369028,0.4900936, 0.1353178385,-7.233710e+00
"49","57", -9.098051e-01,"2000","ANA", 0,1,"benthic macro-invertivore", 33.220,0.24300,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.113847,0.4894519, 6.2040422167,-9.098051e-01
"50","58",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 30.600,0.23300,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.183447,0.4738326,-1.6327114153,-1.181616e+01
"51","59",<-1.181616e+01,"2000","ANA", 0,0,"planktivore", 60.290,0.09350,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.334629,0.4395661,-2.4815296925,-1.181616e+01
"52","60",<-1.181616e+01,"2000","ANA", 0,0,"planktivore", 19.900,0.50000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.333191,0.4265579,-2.4829678058,-1.181616e+01
"53","62", -4.490076e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.483210,0.4234958, 5.9931337857,-4.490076e+00
"54","63",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore",178.900,0.07725,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-16.239276,0.4786815, 4.4231175510,-1.181616e+01
"55","64",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.483210,0.4234958,-1.3329487928,-1.181616e+01
"56","65",<-1.181616e+01,"2000","ANA", 0,1,"benthic micro-invertivore", 77.874,0.23000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.103831,0.4956305,-0.7123274619,-1.181616e+01
"57","66", -2.138021e+00,"2000","ANA", 0,0,"planktivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.512792,0.4238068, 6.3747707542,-2.138021e+00
"58","67", -3.426076e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585, 5.8658516176,-3.426076e+00
"59","68",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585,-2.5242309152,-1.181616e+01
"60","69", -2.154406e+00,"2000","ANA", 0,0,"herbivore", 28.400,0.41000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -6.141446,0.4431882, 3.9870393883,-2.154406e+00
"61","70",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585,-2.5242309152,-1.181616e+01
"62","71", -7.802140e+00,"2000","ANA", 0,0,"benthic macro-invertivore", 94.400,0.31200,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-12.379507,0.4308174, 4.5773663900,-7.802140e+00
"63","72", -1.410484e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.291928,0.4151585, 7.8814431283,-1.410484e+00
"64","73", -2.493769e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.310,0.52000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.326552,0.4160675, 7.8327827637,-2.493769e+00
"65","75",<-1.181616e+01,"2000","ANA", 0,0,"herbivore", 28.400,0.70000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.958044,0.4429541,-3.8581142556,-1.181616e+01
"66","76", -4.826788e+00,"2000","ANA", 0,0,"planktivore", 21.310,0.52000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.547416,0.4279741, 4.7206286207,-4.826788e+00
"67","77", -4.990515e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 18.400,0.31968,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.888157,0.4171777, 3.8976420573,-4.990515e+00
"68","80", -1.650730e+00,"2000","ANA", 0,1,"piscivore", 69.800,0.06000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.572495,0.4773654, 9.9217647182,-1.650730e+00
"69","81",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 20.200,0.42500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.661440,0.4136021,-2.1547184076,-1.181616e+01
"70","82",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.037292,0.4263260,-3.7788662767,-1.181616e+01
"71","83",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.037292,0.4263260,-3.7788662767,-1.181616e+01
"72","84", -3.969802e+00,"2000","ANA", 0,1,"piscivore", 28.345,0.29500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.429578,0.4749484, 6.4597759421,-3.969802e+00
"73","85",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 33.500,0.26400,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.560568,0.4740371,-1.2555907838,-1.181616e+01
"74","86",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 20.700,0.24500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.634123,0.4749662,-2.1820355404,-1.181616e+01
"75","87", -5.118329e+00,"2000","ANA", 0,1,"planktivore", 36.480,0.17500,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.369028,0.4900936, 2.2506984628,-5.118329e+00
"76","88", -1.609105e+00,"2000","ANA", 0,1,"benthic macro-invertivore", 33.220,0.24300,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.113847,0.4894519, 5.5047420305,-1.609105e+00
"77","89",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 30.600,0.23300,0,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.183447,0.4738326,-1.6327114153,-1.181616e+01
"78","91",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.527095,0.4429483,-1.2890631101,-1.181616e+01
"79","92",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore",178.900,0.07725,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-16.283162,0.4956194, 4.4670032338,-1.181616e+01
"80","93", -3.084956e+00,"2000","ANA", 0,1,"benthic micro-invertivore", 77.874,0.23000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-11.147717,0.5121940, 8.0627611089,-3.084956e+00
"81","94", -7.796582e-01,"2000","ANA", 0,0,"planktivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.556678,0.4430766, 7.7770197785,-7.796582e-01
"82","95",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335813,0.4348607,-2.4803452324,-1.181616e+01
"83","96",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335813,0.4348607,-2.4803452324,-1.181616e+01
"84","97",<-1.181616e+01,"2000","ANA", 0,0,"herbivore", 28.400,0.41000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -6.185331,0.4614629,-5.6308271786,-1.181616e+01
"85","98",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335813,0.4348607,-2.4803452324,-1.181616e+01
"86","99",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 94.400,0.31200,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-12.423392,0.4497662, 0.6072337815,-1.181616e+01
"87","100", -2.816772e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335813,0.4348607, 6.5190408358,-2.816772e+00
"88","101", -3.749595e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.310,0.52000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.370437,0.4357965, 6.6208419657,-3.749595e+00
"89","103",<-1.181616e+01,"2000","ANA", 0,0,"herbivore", 28.400,0.70000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.001930,0.4613463,-3.8142285729,-1.181616e+01
"90","104",<-1.181616e+01,"2000","ANA", 0,0,"planktivore", 21.310,0.52000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.591302,0.4471305,-2.2248564153,-1.181616e+01
"91","105", -5.661095e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 18.400,0.31968,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.932043,0.4367817, 3.2709480639,-5.661095e+00
"92","108", -3.206986e+00,"2000","ANA", 0,1,"piscivore", 69.800,0.06000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-11.616381,0.4942894, 8.4093940946,-3.206986e+00
"93","109",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.081178,0.4455793,-3.7349805939,-1.181616e+01
"94","110",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 28.345,0.29500,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.473463,0.4920889,-1.3426952712,-1.181616e+01
"95","111",<-1.181616e+01,"2000","ANA", 0,1,"planktivore", 36.480,0.17500,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -7.412913,0.5068269,-4.4032451537,-1.181616e+01
"96","112", -3.965197e+00,"2000","ANA", 0,1,"benthic macro-invertivore", 33.220,0.24300,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -7.157733,0.5063147, 3.1925359814,-3.965197e+00
"97","113", -3.221694e+00,"2000","ANA", 0,1,"piscivore", 30.600,0.23300,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.227333,0.4909875, 7.0056388464,-3.221694e+00
"98","114",<-1.181616e+01,"2000","ANA", 0,0,"planktivore", 60.290,0.09350,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.378514,0.4580263,-2.4376440098,-1.181616e+01
"99","116", -6.803333e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.527095,0.4429483, 3.7237622824,-6.803333e+00
"100","117",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore",178.900,0.07725,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-16.283162,0.4956194, 4.4670032338,-1.181616e+01
"101","118",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.527095,0.4429483,-1.2890631101,-1.181616e+01
"102","119", -2.496014e+00,"2000","ANA", 0,1,"benthic micro-invertivore", 77.874,0.23000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-11.147717,0.5121940, 8.6517027484,-2.496014e+00
"103","120", -2.574839e+00,"2000","ANA", 0,0,"planktivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.556678,0.4430766, 5.9818390704,-2.574839e+00
"104","121", -4.619105e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335813,0.4348607, 4.7167082370,-4.619105e+00
"105","122",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335813,0.4348607,-2.4803452324,-1.181616e+01
"106","123", -5.982086e+00,"2000","ANA", 0,0,"herbivore", 28.400,0.41000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -6.185331,0.4614629, 0.2032450563,-5.982086e+00
"107","124",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335813,0.4348607,-2.4803452324,-1.181616e+01
"108","125", -1.011114e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 94.400,0.31200,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-12.423392,0.4497662, 2.3122505907,-1.011114e+01
"109","126", -2.535513e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335813,0.4348607, 6.8003001823,-2.535513e+00
"110","127", -3.749182e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.310,0.52000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.370437,0.4357965, 6.6212551456,-3.749182e+00
"111","129", -5.155538e+00,"2000","ANA", 0,0,"herbivore", 28.400,0.70000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.001930,0.4613463, 2.8463920285,-5.155538e+00
"112","130", -1.644677e+00,"2000","ANA", 0,0,"planktivore", 21.310,0.52000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.591302,0.4471305, 7.9466252312,-1.644677e+00
"113","131",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 18.400,0.31968,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.932043,0.4367817,-2.8841155386,-1.181616e+01
"114","134", -1.715527e+00,"2000","ANA", 0,1,"piscivore", 69.800,0.06000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-11.616381,0.4942894, 9.9008532547,-1.715527e+00
"115","135",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.081178,0.4455793,-3.7349805939,-1.181616e+01
"116","136", -4.327770e+00,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.081178,0.4455793, 3.7534079106,-4.327770e+00
"117","137",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 28.345,0.29500,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.473463,0.4920889,-1.3426952712,-1.181616e+01
"118","138",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 20.700,0.24500,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.678009,0.4920980,-2.1381498576,-1.181616e+01
"119","139",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 54.400,0.26000,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-11.897772,0.4924671, 0.0816140030,-1.181616e+01
"120","140", -3.263312e+00,"2000","ANA", 0,1,"benthic macro-invertivore", 33.220,0.24300,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -7.157733,0.5063147, 3.8944213630,-3.263312e+00
"121","141", -5.540074e+00,"2000","ANA", 0,1,"piscivore", 30.600,0.23300,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.227333,0.4909875, 4.6872589452,-5.540074e+00
"122","142",<-1.181616e+01,"2000","ANA", 0,0,"planktivore", 60.290,0.09350,0,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.378514,0.4580263,-2.4376440098,-1.181616e+01
"123","143",<-1.181616e+01,"2000","SCI", 0,0,"planktivore", 19.900,0.50000,0,17.55042, 7.566197,16.59883,16.59883,16.59883,16.59883, -8.819398,0.4242135,-2.9967602443,-1.181616e+01
"124","145",<-1.181616e+01,"2000","SCI", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.55042, 7.566197,16.59883,16.59883,16.59883,16.59883, -9.969417,0.4219011,-1.8467412313,-1.181616e+01
"125","146",<-1.181616e+01,"2000","SCI", 0,0,"benthic macro-invertivore",178.900,0.07725,0,17.55042, 7.566197,16.59883,16.59883,16.59883,16.59883,-15.725484,0.4765328, 3.9093251126,-1.181616e+01
"126","147",<-1.181616e+01,"2000","SCI", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.55042, 7.566197,16.59883,16.59883,16.59883,16.59883, -9.969417,0.4219011,-1.8467412313,-1.181616e+01
