"",".rownames","Surv.ifelse.log_density....min.species_siteside_year.log_density..na.rm...T...min.species_siteside_year.log_density..na.rm...T...log_density...log_density...min.species_siteside_year.log_density..na.rm...T...type....left..","factor.year.","factor.region.","years_mpa","fished","factor.trophic.group.","linf","vbk","mpa_applied","na_temp","na_vis","mean_temp_lag1","mean_temp_lag2","mean_temp_lag3","mean_temp_lag4",".fitted",".se.fit",".resid","observed"
"1","2", -4.889746e+00,"2000","ANA",23,0,"benthic micro-invertivore", 12.870,0.63000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.057918,0.4586439, 5.1681722403,-4.889746e+00
"2","3",<-1.181616e+01,"2000","ANA",23,0,"benthic macro-invertivore",178.900,0.07725,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-15.802049,0.5088194, 3.9858906246,-1.181616e+01
"3","4",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 12.870,0.63000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.057918,0.4586439,-1.7582402345,-1.181616e+01
"4","5",<-1.181616e+01,"2000","ANA",23,1,"benthic micro-invertivore", 77.874,0.23000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.910850,0.5020030,-0.9053088925,-1.181616e+01
"5","6",  1.293784e-01,"2000","ANA",23,0,"planktivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.088211,0.4589455, 8.2175890789, 1.293784e-01
"6","7", -2.133715e+00,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468, 6.7382935497,-2.133715e+00
"7","8",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468,-2.9441498757,-1.181616e+01
"8","9",  1.615896e+00,"2000","ANA",23,0,"herbivore", 28.400,0.41000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -5.721547,0.4769253, 7.3374434269, 1.615896e+00
"9","10",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468,-2.9441498757,-1.181616e+01
"10","11", -6.813837e+00,"2000","ANA",23,0,"benthic macro-invertivore", 94.400,0.31200,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.953208,0.4647263, 5.1393710686,-6.813837e+00
"11","12", -1.069656e+00,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468, 7.8023525017,-1.069656e+00
"12","13", -2.863828e+00,"2000","ANA",23,0,"benthic micro-invertivore", 21.310,0.52000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.902382,0.4517530, 7.0385543055,-2.863828e+00
"13","15",  7.200274e-01,"2000","ANA",23,0,"herbivore", 28.400,0.70000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.530730,0.4764845, 8.2507574619, 7.200274e-01
"14","16", -2.189465e+00,"2000","ANA",23,0,"planktivore", 21.310,0.52000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.118584,0.4626818, 6.9291187058,-2.189465e+00
"15","17",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 18.400,0.31968,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.469693,0.4529793,-3.3464656356,-1.181616e+01
"16","20",  8.186324e-01,"2000","ANA",23,1,"piscivore", 69.800,0.06000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.385982,0.4841921,12.2046141341, 8.186324e-01
"17","21",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 20.200,0.42500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.239922,0.4495647,-2.5762365766,-1.181616e+01
"18","22",<-1.181616e+01,"2000","ANA",23,0,"benthic macro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.624571,0.4613644,-4.1915878106,-1.181616e+01
"19","23", -4.757672e+00,"2000","ANA",23,0,"benthic macro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.624571,0.4613644, 2.8668986428,-4.757672e+00
"20","24",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 28.345,0.29500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.245362,0.4817616,-1.5707969023,-1.181616e+01
"21","25",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 20.700,0.24500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.452717,0.4818411,-2.3634411490,-1.181616e+01
"22","26",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 54.400,0.26000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.665345,0.4821345,-0.1508132379,-1.181616e+01
"23","27", -6.361875e+00,"2000","ANA",23,1,"planktivore", 36.480,0.17500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.181084,0.4962050, 0.8192095311,-6.361875e+00
"24","28", -3.440533e+00,"2000","ANA",23,1,"benthic macro-invertivore", 33.220,0.24300,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -6.936678,0.4958831, 3.4961446922,-3.440533e+00
"25","29",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 30.600,0.23300,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.000365,0.4806962,-1.8157938171,-1.181616e+01
"26","30",<-1.181616e+01,"2000","ANA",23,0,"planktivore", 19.900,0.50000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.905152,0.4613985,-2.9110062278,-1.181616e+01
"27","32", -7.941828e+00,"2000","ANA",23,0,"benthic micro-invertivore", 12.870,0.63000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.057918,0.4586439, 2.1160904649,-7.941828e+00
"28","33",<-1.181616e+01,"2000","ANA",23,0,"benthic macro-invertivore",178.900,0.07725,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-15.802049,0.5088194, 3.9858906246,-1.181616e+01
"29","34",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 12.870,0.63000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.057918,0.4586439,-1.7582402345,-1.181616e+01
"30","35",<-1.181616e+01,"2000","ANA",23,1,"benthic micro-invertivore", 77.874,0.23000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.910850,0.5020030,-0.9053088925,-1.181616e+01
"31","36", -1.459345e-01,"2000","ANA",23,0,"planktivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.088211,0.4589455, 7.9422762448,-1.459345e-01
"32","37", -2.479993e+00,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468, 6.3920156584,-2.479993e+00
"33","38",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468,-2.9441498757,-1.181616e+01
"34","39", -8.642051e-01,"2000","ANA",23,0,"herbivore", 28.400,0.41000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -5.721547,0.4769253, 4.8573418579,-8.642051e-01
"35","40",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468,-2.9441498757,-1.181616e+01
"36","41", -7.348180e+00,"2000","ANA",23,0,"benthic macro-invertivore", 94.400,0.31200,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.953208,0.4647263, 4.6050281330,-7.348180e+00
"37","42", -1.880984e+00,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468, 6.9910247911,-1.880984e+00
"38","43", -4.076664e+00,"2000","ANA",23,0,"benthic micro-invertivore", 21.310,0.52000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.902382,0.4517530, 5.8257177021,-4.076664e+00
"39","45", -4.068229e+00,"2000","ANA",23,0,"herbivore", 28.400,0.70000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.530730,0.4764845, 3.4625011334,-4.068229e+00
"40","46", -2.950569e+00,"2000","ANA",23,0,"planktivore", 21.310,0.52000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.118584,0.4626818, 6.1680149671,-2.950569e+00
"41","47",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 18.400,0.31968,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.469693,0.4529793,-3.3464656356,-1.181616e+01
"42","50", -3.087738e-01,"2000","ANA",23,1,"piscivore", 69.800,0.06000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.385982,0.4841921,11.0772080057,-3.087738e-01
"43","51",<-1.181616e+01,"2000","ANA",23,0,"benthic macro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.624571,0.4613644,-4.1915878106,-1.181616e+01
"44","52", -3.305822e+00,"2000","ANA",23,0,"benthic macro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.624571,0.4613644, 4.3187485904,-3.305822e+00
"45","53",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 28.345,0.29500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.245362,0.4817616,-1.5707969023,-1.181616e+01
"46","54",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 51.400,0.16000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.852850,0.4805278,-0.9633089117,-1.181616e+01
"47","55",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 20.700,0.24500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.452717,0.4818411,-2.3634411490,-1.181616e+01
"48","56", -7.233710e+00,"2000","ANA",23,1,"planktivore", 36.480,0.17500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.181084,0.4962050,-0.0526257607,-7.233710e+00
"49","57", -9.098051e-01,"2000","ANA",23,1,"benthic macro-invertivore", 33.220,0.24300,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -6.936678,0.4958831, 6.0268730138,-9.098051e-01
"50","58",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 30.600,0.23300,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.000365,0.4806962,-1.8157938171,-1.181616e+01
"51","59",<-1.181616e+01,"2000","ANA",23,0,"planktivore", 60.290,0.09350,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.908892,0.4733712,-2.9072665266,-1.181616e+01
"52","60",<-1.181616e+01,"2000","ANA",23,0,"planktivore", 19.900,0.50000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.905152,0.4613985,-2.9110062278,-1.181616e+01
"53","62", -4.490076e+00,"2000","ANA",23,0,"benthic micro-invertivore", 12.870,0.63000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.057918,0.4586439, 5.5678423440,-4.490076e+00
"54","63",<-1.181616e+01,"2000","ANA",23,0,"benthic macro-invertivore",178.900,0.07725,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-15.802049,0.5088194, 3.9858906246,-1.181616e+01
"55","64",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 12.870,0.63000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.057918,0.4586439,-1.7582402345,-1.181616e+01
"56","65",<-1.181616e+01,"2000","ANA",23,1,"benthic micro-invertivore", 77.874,0.23000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.910850,0.5020030,-0.9053088925,-1.181616e+01
"57","66", -2.138021e+00,"2000","ANA",23,0,"planktivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.088211,0.4589455, 5.9501892235,-2.138021e+00
"58","67", -3.426076e+00,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468, 5.4459326571,-3.426076e+00
"59","68",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468,-2.9441498757,-1.181616e+01
"60","69", -2.154406e+00,"2000","ANA",23,0,"herbivore", 28.400,0.41000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -5.721547,0.4769253, 3.5671407106,-2.154406e+00
"61","70",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468,-2.9441498757,-1.181616e+01
"62","71", -7.802140e+00,"2000","ANA",23,0,"benthic macro-invertivore", 94.400,0.31200,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.953208,0.4647263, 4.1510678404,-7.802140e+00
"63","72", -1.410484e+00,"2000","ANA",23,0,"benthic micro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.872009,0.4510468, 7.4615241678,-1.410484e+00
"64","73", -2.493769e+00,"2000","ANA",23,0,"benthic micro-invertivore", 21.310,0.52000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.902382,0.4517530, 7.4086129820,-2.493769e+00
"65","75",<-1.181616e+01,"2000","ANA",23,0,"herbivore", 28.400,0.70000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.530730,0.4764845,-4.2854283999,-1.181616e+01
"66","76", -4.826788e+00,"2000","ANA",23,0,"planktivore", 21.310,0.52000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.118584,0.4626818, 4.2917962688,-4.826788e+00
"67","77", -4.990515e+00,"2000","ANA",23,0,"benthic micro-invertivore", 18.400,0.31968,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -8.469693,0.4529793, 3.4791776431,-4.990515e+00
"68","80", -1.650730e+00,"2000","ANA",23,1,"piscivore", 69.800,0.06000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-11.385982,0.4841921, 9.7352516126,-1.650730e+00
"69","81",<-1.181616e+01,"2000","ANA",23,0,"benthic micro-invertivore", 20.200,0.42500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.239922,0.4495647,-2.5762365766,-1.181616e+01
"70","82",<-1.181616e+01,"2000","ANA",23,0,"benthic macro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.624571,0.4613644,-4.1915878106,-1.181616e+01
"71","83",<-1.181616e+01,"2000","ANA",23,0,"benthic macro-invertivore", 21.790,0.35000,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.624571,0.4613644,-4.1915878106,-1.181616e+01
"72","84", -3.969802e+00,"2000","ANA",23,1,"piscivore", 28.345,0.29500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.245362,0.4817616, 6.2755599938,-3.969802e+00
"73","85",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 33.500,0.26400,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.376112,0.4808658,-1.4400469397,-1.181616e+01
"74","86",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 20.700,0.24500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -9.452717,0.4818411,-2.3634411490,-1.181616e+01
"75","87", -5.118329e+00,"2000","ANA",23,1,"planktivore", 36.480,0.17500,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -7.181084,0.4962050, 2.0627548636,-5.118329e+00
"76","88", -1.609105e+00,"2000","ANA",23,1,"benthic macro-invertivore", 33.220,0.24300,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889, -6.936678,0.4958831, 5.3275728277,-1.609105e+00
"77","89",<-1.181616e+01,"2000","ANA",23,1,"piscivore", 30.600,0.23300,1,17.73142, 9.463496,17.33889,17.33889,17.33889,17.33889,-10.000365,0.4806962,-1.8157938171,-1.181616e+01
"78","91",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.521863,0.4775894,-1.2942955276,-1.181616e+01
"79","92",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore",178.900,0.07725,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-16.265994,0.5257335, 4.4498353315,-1.181616e+01
"80","93", -3.084956e+00,"2000","ANA", 0,1,"benthic micro-invertivore", 77.874,0.23000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-11.476278,0.4968398, 8.3913223118,-3.084956e+00
"81","94", -7.796582e-01,"2000","ANA", 0,0,"planktivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.552155,0.4766656, 7.7724972719,-7.796582e-01
"82","95",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335953,0.4692577,-2.4802051688,-1.181616e+01
"83","96",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335953,0.4692577,-2.4802051688,-1.181616e+01
"84","97",<-1.181616e+01,"2000","ANA", 0,0,"herbivore", 28.400,0.41000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -6.185492,0.4934668,-5.6306668321,-1.181616e+01
"85","98",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335953,0.4692577,-2.4802051688,-1.181616e+01
"86","99",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 94.400,0.31200,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-12.417153,0.4831867, 0.6009942561,-1.181616e+01
"87","100", -2.816772e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335953,0.4692577, 6.5191808994,-2.816772e+00
"88","101", -3.749595e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.310,0.52000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.366327,0.4706236, 6.6167312082,-3.749595e+00
"89","103",<-1.181616e+01,"2000","ANA", 0,0,"herbivore", 28.400,0.70000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -7.994675,0.4941663,-3.8214836930,-1.181616e+01
"90","104",<-1.181616e+01,"2000","ANA", 0,0,"planktivore", 21.310,0.52000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.582529,0.4809364,-2.2336297430,-1.181616e+01
"91","105", -5.661095e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 18.400,0.31968,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.933638,0.4709539, 3.2725426738,-5.661095e+00
"92","108", -3.206986e+00,"2000","ANA", 0,1,"piscivore", 69.800,0.06000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-11.951410,0.4764156, 8.7444236224,-3.206986e+00
"93","109",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.088515,0.4793005,-3.7276431037,-1.181616e+01
"94","110",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 28.345,0.29500,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.810790,0.4743260,-1.0053685861,-1.181616e+01
"95","111",<-1.181616e+01,"2000","ANA", 0,1,"planktivore", 36.480,0.17500,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -7.746512,0.4915734,-4.0696461195,-1.181616e+01
"96","112", -3.965197e+00,"2000","ANA", 0,1,"benthic macro-invertivore", 33.220,0.24300,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -7.502106,0.4907491, 3.5369094120,-3.965197e+00
"97","113", -3.221694e+00,"2000","ANA", 0,1,"piscivore", 30.600,0.23300,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.565793,0.4731399, 7.3440990781,-3.221694e+00
"98","114",<-1.181616e+01,"2000","ANA", 0,0,"planktivore", 60.290,0.09350,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.372837,0.4899860,-2.4433218197,-1.181616e+01
"99","116", -6.803333e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.521863,0.4775894, 3.7185298649,-6.803333e+00
"100","117",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore",178.900,0.07725,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-16.265994,0.5257335, 4.4498353315,-1.181616e+01
"101","118",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 12.870,0.63000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.521863,0.4775894,-1.2942955276,-1.181616e+01
"102","119", -2.496014e+00,"2000","ANA", 0,1,"benthic micro-invertivore", 77.874,0.23000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-11.476278,0.4968398, 8.9802639513,-2.496014e+00
"103","120", -2.574839e+00,"2000","ANA", 0,0,"planktivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.552155,0.4766656, 5.9773165639,-2.574839e+00
"104","121", -4.619105e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335953,0.4692577, 4.7168483006,-4.619105e+00
"105","122",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335953,0.4692577,-2.4802051688,-1.181616e+01
"106","123", -5.982086e+00,"2000","ANA", 0,0,"herbivore", 28.400,0.41000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -6.185492,0.4934668, 0.2034054028,-5.982086e+00
"107","124",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335953,0.4692577,-2.4802051688,-1.181616e+01
"108","125", -1.011114e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 94.400,0.31200,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-12.417153,0.4831867, 2.3060110653,-1.011114e+01
"109","126", -2.535513e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.335953,0.4692577, 6.8004402459,-2.535513e+00
"110","127", -3.749182e+00,"2000","ANA", 0,0,"benthic micro-invertivore", 21.310,0.52000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.366327,0.4706236, 6.6171443881,-3.749182e+00
"111","129", -5.155538e+00,"2000","ANA", 0,0,"herbivore", 28.400,0.70000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -7.994675,0.4941663, 2.8391369083,-5.155538e+00
"112","130", -1.644677e+00,"2000","ANA", 0,0,"planktivore", 21.310,0.52000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.582529,0.4809364, 7.9378519035,-1.644677e+00
"113","131",<-1.181616e+01,"2000","ANA", 0,0,"benthic micro-invertivore", 18.400,0.31968,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.933638,0.4709539,-2.8825209287,-1.181616e+01
"114","134", -1.715527e+00,"2000","ANA", 0,1,"piscivore", 69.800,0.06000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-11.951410,0.4764156,10.2358827825,-1.715527e+00
"115","135",<-1.181616e+01,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.088515,0.4793005,-3.7276431037,-1.181616e+01
"116","136", -4.327770e+00,"2000","ANA", 0,0,"benthic macro-invertivore", 21.790,0.35000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -8.088515,0.4793005, 3.7607454009,-4.327770e+00
"117","137",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 28.345,0.29500,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.810790,0.4743260,-1.0053685861,-1.181616e+01
"118","138",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 20.700,0.24500,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.018146,0.4743196,-1.7980128328,-1.181616e+01
"119","139",<-1.181616e+01,"2000","ANA", 0,1,"piscivore", 54.400,0.26000,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-12.230774,0.4746555, 0.4146150783,-1.181616e+01
"120","140", -3.263312e+00,"2000","ANA", 0,1,"benthic macro-invertivore", 33.220,0.24300,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -7.502106,0.4907491, 4.2387947936,-3.263312e+00
"121","141", -5.540074e+00,"2000","ANA", 0,1,"piscivore", 30.600,0.23300,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857,-10.565793,0.4731399, 5.0257191769,-5.540074e+00
"122","142",<-1.181616e+01,"2000","ANA", 0,0,"planktivore", 60.290,0.09350,1,18.14202,13.848404,17.49857,17.49857,17.49857,17.49857, -9.372837,0.4899860,-2.4433218197,-1.181616e+01
"123","143",<-1.181616e+01,"2000","SCI", 0,0,"planktivore", 19.900,0.50000,0,17.55042, 7.566197,16.59883,16.59883,16.59883,16.59883, -8.966057,0.4653608,-2.8501015169,-1.181616e+01
"124","145",<-1.181616e+01,"2000","SCI", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.55042, 7.566197,16.59883,16.59883,16.59883,16.59883,-10.118823,0.4629832,-1.6973355236,-1.181616e+01
"125","146",<-1.181616e+01,"2000","SCI", 0,0,"benthic macro-invertivore",178.900,0.07725,0,17.55042, 7.566197,16.59883,16.59883,16.59883,16.59883,-15.862954,0.5143021, 4.0467953354,-1.181616e+01
"126","147",<-1.181616e+01,"2000","SCI", 0,0,"benthic micro-invertivore", 12.870,0.63000,0,17.55042, 7.566197,16.59883,16.59883,16.59883,16.59883,-10.118823,0.4629832,-1.6973355236,-1.181616e+01
"127","148", -2.877873e+00,"2000","SCI", 0,1,"benthic micro-invertivore", 77.874,0.23000,0,17.55042, 7.566197,16.59883,16.59883,16.59883,16.59883,-10.670294,0.5356585, 7.7924215236,-2.877873e+00
